question,generated_answer,latency,faithfulness,context_relevancy,answer_correctness,strategy
Kada postoji obveza izdavanja eRačuna za inozemne transakcije?,"Obveza izdavanja eRačuna za inozemne transakcije nije izričito navedena u dostupnom tekstu. Međutim, izdavatelj eRačuna dužan je izdati eRačun za tuzemne transakcije koje obavlja primatelju eRačuna, osim ako je izuzet od obveze izdavanja računa prema posebnom zakonu. Za inozemne transakcije, informacije o obvezi izdavanja eRačuna nisu specificirane.",2.8778913021087646,0.7,1.0,0.5,standard_overlap50
Može li se isti digitalni certifikat koristiti za F1.0 i F2.0?,Nema informacija o mogućnosti korištenja istog digitalnog certifikata za F1.0 i F2.0 u dostavljenim podacima. Preporučuje se provjeriti specifične zahtjeve ili smjernice vezane uz te verzije.,2.0440351963043213,0.5,0.5,0.5,standard_overlap50
Kada se može primijeniti članak 39. Zakona za B2B transakcije?,"Članak 39. Zakona može se primijeniti na B2B transakcije kada se transakcija plaća gotovinom ili karticom, a za koju je izdan račun i proveden postupak fiskalizacije računa prema članku 15. Zakona. U tom slučaju, od obveze izdavanja eRačuna i fiskalizacije eRačuna može se izuzeti ta transakcija.",2.299229145050049,1.0,1.0,1.0,standard_overlap50
Kako se postupa s računima za predujam kod izdavanja konačnog računa?,Informacije o postupanju s računima za predujam kod izdavanja konačnog računa nisu navedene. Preporučuje se konzultirati relevantne propise ili smjernice za detalje o toj temi.,1.6817092895507812,0.0,0.0,0.0,standard_overlap50
Koje su obveze odvjetničkih ureda koji nisu u sustavu PDV-a?,"Obveze odvjetničkih ureda koji nisu u sustavu PDV-a uključuju izdavanje eRačuna ako imaju sjedište, prebivalište ili uobičajeno boravište u tuzemstvu, a također su obveznici poreza na dohodak od samostalne djelatnosti ili poreza na dobit. Osim toga, moraju osigurati vjerodostojnost podrijetla, cjelovitost sadržaja i čitljivost eRačuna od trenutka izdavanja do kraja razdoblja čuvanja. Također, trebaju dostaviti sve potrebne podatke u sustav za fiskalizaciju, uključujući OIB primatelja računa, podatke o poslovnim prostorima, te druge relevantne informacije prema propisima.",6.757458209991455,0.5,0.5,0.5,standard_overlap50
Kako se štiti profesionalna tajna odvjetnika kod eRačuna?,"Informacije o zaštiti profesionalne tajne odvjetnika u vezi s eRačunima nisu izravno navedene. Međutim, općenito se može reći da se podaci iz Sustava za fiskalizaciju čuvaju u Poreznoj upravi prema propisima koji uređuju računovodstvo, a Porezna uprava može učiniti te podatke dostupnima samo na zahtjev nadležnog tijela ili poreznog obveznika, uz poštivanje obveze čuvanja porezne tajne. To može implicirati određene mjere zaštite podataka, uključujući i profesionalne tajne.",3.8257410526275635,0.5,0.5,0.5,standard_overlap50
Koje su obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju?,"Obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju uključuju obvezu fiskalizacije svake prodaje u trenutku prodaje, što podrazumijeva dostavu podataka o prodaji u Sustav za fiskalizaciju. Također, OPG je dužan dostaviti podatke o OIB-u primatelja računa, podatke o poslovnim prostorima, te podatke o proizvođaču i/ili održavatelju programskog rješenja. U slučaju prekida veze, OPG mora uspostaviti elektroničku vezu i dostaviti sve izdane račune u roku od dva radna dana. Također, OPG ne smije izdavati račune iz uvezane knjige računa koja nije ovjerena, niti smije kasniti s dostavom podataka o dobivenom Jedinstvenom identifikatoru računa.",5.627842426300049,0.5,0.5,0.5,standard_overlap50
Koje vrste dokumenata (šifre) se najčešće koriste za eRačune u Hrvatskoj?,"Najčešće korištene šifre za eRačune u Hrvatskoj uključuju oznake za način plaćanja, kao što su G za gotovinu, K za kartice, T za transakcijski račun, i O za ostalo. Također, važni su OIB operatera na uređaju za izdavanje računa i zaštitni kod izdavatelja, koji je alfanumerički zapis koji potvrđuje vezu između obveznika fiskalizacije i izdanog računa.",3.597221612930298,0.0,1.0,0.0,standard_overlap50
Koja je razlika između poslovnih procesa P4 i P6?,"Na temelju dostupnih informacija, razlika između poslovnih procesa P4 i P6 nije izravno navedena. Međutim, može se pretpostaviti da se P4 odnosi na obveze vezane uz fiskalizaciju i tehničke zahtjeve za povezivanje s CIS-om, dok P6 može uključivati aspekte vezane uz prijavu promjena u poslovnom prostoru i obveze obveznika fiskalizacije. Za precizne razlike potrebno je dodatno pojašnjenje ili kontekst o tim poslovnim procesima.",3.1573734283447266,0.5,0.5,0.5,standard_overlap50
Zašto se eRačun pojavljuje kao nefiskaliziran u FiskAplikaciji?,"eRačun se može pojaviti kao nefiskaliziran u FiskAplikaciji zbog tehničkih razloga ili prekida internetskih veza koji onemogućavaju fiskalizaciju. U takvim slučajevima, obveznici fiskalizacije imaju obvezu provesti postupak fiskalizacije eRačuna unutar pet radnih dana od nastanka problema. Također, obveznici su dužni osigurati adekvatnu softversku i hardversku podršku za razmjenu eRačuna i fiskalizaciju.",2.9129273891448975,0.5,0.5,0.5,standard_overlap50
Hoće li se poduzetnici kažnjavati zbog grešaka u fiskalizaciji eRačuna?,"Da, poduzetnici će se kažnjavati zbog grešaka u fiskalizaciji eRačuna. Novčane kazne su predviđene za različite prekršaje vezane uz neprovođenje fiskalizacije, neizvještavanje o isporukama, te neodgovarajuće postupanje s eRačunima. Kazne se razlikuju ovisno o vrsti prekršaja i mogu se kretati od 660,00 do 39.810,00 eura za fizičke osobe, dok pravne osobe mogu biti kažnjene s iznosima od 2.650,00 do 66.360,00 eura.",6.923250436782837,0.0,0.5,0.0,standard_overlap50
Zašto je AS4 protokol važan za razmjenu eRačuna?,"Informacije o važnosti AS4 protokola za razmjenu eRačuna nisu navedene. Međutim, općenito se može reći da protokoli poput AS4 omogućuju sigurnu i pouzdanu razmjenu podataka između sustava, što je ključno za fiskalizaciju i obradu računa. Ako imate specifične aspekte ili funkcionalnosti AS4 protokola koje vas zanimaju, slobodno ih navedite.",3.2399325370788574,0.5,0.5,0.5,standard_overlap50
"Paušalni obrt nije u sustavu PDV-a, većina kupaca su građani koji plaćaju na transakcijski račun, ali povremeno ima i B2B kupce koji plaćaju karticom. Što se mijenja u njegovom poslovanju od 1.1.2026?","Od 1. siječnja 2026. godine, paušalni obrti će morati uskladiti svoje poslovanje s novim odredbama koje se odnose na fiskalizaciju. To uključuje obvezu izdavanja eRačuna putem aplikacije MIKROeRAČUN, što će utjecati na način na koji se evidentiraju i obrađuju transakcije, posebno za B2B kupce koji plaćaju karticom. Ova promjena može zahtijevati prilagodbu u poslovnim procesima i sustavima kako bi se osigurala usklađenost s novim propisima.",4.672284126281738,0.7,0.9,0.8,standard_overlap50
Što je eRačun i mora li biti u PDF formatu?,"eRačun je elektronički račun koji mora biti u skladu s EU normom. Nema specifične odredbe koja zahtijeva da eRačun bude u PDF formatu, ali se naglašava da razmjena eRačuna mora biti sigurna i da se mogu koristiti standardizirani formati.",2.5400383472442627,0.5,1.0,0.0,standard_overlap100
Tko se smatra izdavateljem i primateljem eRačuna prema Zakonu o fiskalizaciji?,"Izdavateljem eRačuna smatra se porezni obveznik sa sjedištem, prebivalištem ili uobičajenim boravištem u tuzemstvu koji je upisan u registar obveznika PDV-a, obveznik poreza na dohodak od samostalne djelatnosti ili obveznik poreza na dobit koji nije upisan u registar obveznika PDV-a, kao i tijela državne uprave i jedinice lokalne i područne samouprave koje su upisane u Registar proračunskih i izvanproračunskih korisnika.

Primateljem eRačuna smatra se porezni obveznik sa sjedištem, prebivalištem ili uobičajenim boravištem u tuzemstvu i upisan u registar obveznika PDV-a, kao i obveznik poreza na dohodak od samostalne djelatnosti ili obveznik poreza na dobit koji nije upisan u registar obveznika PDV-a.",6.622915744781494,0.8,1.0,0.8,standard_overlap100
Od kada obveznici koji nisu u sustavu PDV-a moraju izdavati i zaprimati eRačune?,Obveznici koji nisu u sustavu PDV-a moraju početi izdavati i zaprimati eRačune od 1. siječnja 2027. godine.,1.9591858386993408,0.5,0.5,0.5,standard_overlap100
Što je fiskalizacija eRačuna i kada se mora provesti?,"Fiskalizacija eRačuna je postupak koji izdavatelj eRačuna mora provesti odvojeno od razmjene eRačuna. Za izdani eRačun, fiskalizacija se mora provesti u trenutku izdavanja eRačuna, a u slučaju samoizdavanja računa najkasnije pet radnih dana nakon što je eRačun izdan. Za primljeni eRačun, primatelj eRačuna dužan je provesti fiskalizaciju najkasnije pet radnih dana od primitka eRačuna.",3.900876998901367,1.0,1.0,1.0,standard_overlap100
Koje su glavne razlike između Fiskalizacije 1.0 i Fiskalizacije 2.0?,"Informacije o razlikama između Fiskalizacije 1.0 i Fiskalizacije 2.0 nisu navedene. Fokus je na definicijama i postupcima vezanim uz fiskalizaciju računa, eRačuna i eIzvještavanje, kao i na elementima koji čine račune u krajnjoj potrošnji. Za detalje o razlikama između ovih verzija fiskalizacije potrebno je konzultirati dodatne izvore ili dokumente koji se specifično bave tom temom.",5.401195526123047,0.0,0.5,0.0,standard_overlap100
Što je pristupna točka i tko može biti pristupna točka?,"Pristupna točka je entitet koji omogućava pristup i komunikaciju u okviru sustava fiskalizacije, a koja nije klasificirana kao informacijski posrednik. Pristupna točka može biti testirana na sukladnost za sposobnost izdavanja i zaprimanja eRačuna te komunikaciju s MPS-om. Tko može biti pristupna točka nije izričito navedeno, ali se podrazumijeva da to mogu biti subjekti koji ispunjavaju određene tehničke i funkcionalne uvjete propisane zakonom.",4.466421842575073,0.5,0.5,0.5,standard_overlap100
Što mora informacijski posrednik napraviti da bi mogao pružati usluge?,"Informacijski posrednik mora dostaviti dokumentaciju propisanu člankom 61. Zakona i uspješno provesti testiranje sukladnosti, čime će ishoditi završno izvješće. Nakon ispunjavanja ovih uvjeta, Porezna uprava mu izdaje potvrdu o sukladnosti.",4.068391799926758,0.8,1.0,0.6,standard_overlap100
Što je aplikacija MIKROeRAČUN i tko je može koristiti?,"Aplikacija MIKROeRAČUN je besplatna aplikacija za izdavanje, zaprimanje i fiskalizaciju eRačuna, namijenjena određenoj skupini primatelja eRačuna. Pristup ovoj aplikaciji i upravljanje ovlaštenjima omogućeno je putem Nacionalnog identifikacijskog i autentifikacijskog sustava i sustava eOvlaštenja. Korisnici aplikacije su porezni obveznici koji ispunjavaju uvjete propisane zakonom.",3.6190710067749023,0.7,0.8,0.9,standard_overlap100
Kada izdavatelj eRačuna mora provoditi postupak eIzvještavanja?,"Izdavatelj eRačuna mora provoditi postupak eIzvještavanja odvojeno od postupka razmjene eRačuna u trenutku izdavanja eRačuna, a u slučaju samoizdavanja računa najkasnije pet radnih dana nakon što je eRačun izdan.",5.709705114364624,0.5,0.5,0.5,standard_overlap100
Što mora napraviti primatelj eRačuna koji odbija eRačun?,"Primatelj eRačuna koji odbija eRačun dužan je u Sustav za fiskalizaciju do 20. dana u mjesecu za prethodni mjesec dostaviti podatke o eRačunima koje je odbio u prethodnom mjesecu. Ovi podaci uključuju datum izdavanja eRačuna, broj eRačuna, OIB izdavatelja i primatelja eRačuna, datum odbijanja te razlog odbijanja.",2.771867275238037,0.9,1.0,0.8,standard_overlap100
Je li podatak KPD-a obvezan na eRačunu i u kojim slučajevima?,Podatak KPD-a je obvezan na eRačunu i to u svim slučajevima kada obveznici primjene zakona trebaju povezati stavku robe i usluge s ispravnom klasifikacijskom oznakom iz KPD-a. Ova klasifikacija mora biti iskazana u eRačunu kao šesteroznamenkasta brojčana oznaka.,2.411686420440674,0.5,0.5,0.5,standard_overlap100
Čemu služi FiskAplikacija i koje funkcionalnosti omogućava?,"FiskAplikacija služi za pregled fiskaliziranih podataka i upravljanje ovlaštenjima za razmjenu eRačuna i fiskalizaciju. Omogućava uvid u statuse računa, informativno ispunjenu prijavu poreza na dodanu vrijednost (PDV) za određeno razdoblje oporezivanja, te unos podataka potrebnih za fiskalizaciju i eIzvještavanje.",2.654688835144043,0.5,1.0,0.7,standard_overlap100
Što znači status 'Zaprimljen i neuparen' u FiskAplikaciji?,"Status 'Zaprimljen i neuparen' u FiskAplikaciji označava da je račun zaprimljen, ali još nije povezan s odgovarajućim fiskaliziranim podacima ili drugim relevantnim informacijama. To može značiti da je potrebno dodatno postupanje kako bi se račun pravilno obradio i uskladio s fiskalnim zahtjevima.",2.7633378505706787,0.5,0.5,0.5,standard_overlap100
Što znači status 'Odstupanje' u FiskAplikaciji i treba li zbog toga odbiti račun?,"Status 'Odstupanje' u FiskAplikaciji obično označava da postoji neka vrsta nesukladnosti ili problema s računom koji je izdan. Ovisno o prirodi odstupanja, može biti potrebno dodatno provjeriti račun ili ispraviti greške prije nego što se odobri ili odbije. Preporučuje se analizirati specifične razloge za odstupanje kako bi se donijela ispravna odluka o odbijanju računa.",2.712918519973755,0.5,0.5,0.5,standard_overlap100
Što je AMS i čemu služi?,AMS je metapodatkovni servis koji omogućava objavu identifikatora poreznih obveznika primatelja eRačuna. Služi za pružanje podataka o krajnjoj adresi primatelja eRačuna i informacijama o poreznim obveznicima prema Listi identifikatora poreznih obveznika.,2.0596442222595215,0.5,1.0,0.5,standard_overlap100
Kakvu strukturu mora imati broj eRačuna?,"Broj eRačuna mora imati sljedeću strukturu: brojčana oznaka računa/oznaka poslovnog prostora/oznaka naplatnog uređaja. Na primjer, to može izgledati ovako: 1234567890/POSL1/12.",1.9816434383392334,0.75,1.0,0.75,standard_overlap100
Što je samoizdavanje eRačuna i kako se provodi fiskalizacija?,"Samoizdavanje eRačuna odnosi se na postupak u kojem izdavatelj eRačuna samostalno generira i izdaje račun u strukturiranom elektroničkom obliku. Ovaj proces omogućuje automatsku i elektroničku obradu računa. Fiskalizacija se provodi putem centralnog sustava Porezne uprave, koji prima, kontrolira i obrađuje podatke o fiskalizaciji računa. U okviru fiskalizacije, podaci o eRačunima i određenim isporukama dostavljaju se sustavu, čime se osigurava usklađenost s propisima i pravilima vezanim uz izdavanje računa.",6.957153558731079,0.5,0.5,0.5,standard_overlap100
Kada postoji obveza izdavanja eRačuna za inozemne transakcije?,"Obveza izdavanja eRačuna za inozemne transakcije nije navedena u dostupnim informacijama. Članak 38. se fokusira na obvezu izdavanja eRačuna za tuzemne transakcije, dok se izuzeća i posebni uvjeti ne odnose na inozemne transakcije. Stoga, za specifične informacije o inozemnim transakcijama potrebno je konzultirati dodatne propise ili zakone.",2.8473355770111084,0.5,0.5,0.5,standard_overlap100
Može li se isti digitalni certifikat koristiti za F1.0 i F2.0?,Nema informacija o mogućnosti korištenja istog digitalnog certifikata za F1.0 i F2.0 u dostupnom sadržaju. Preporučuje se provjeriti specifične zahtjeve ili smjernice vezane uz te verzije certifikata.,2.45188045501709,0.5,0.5,0.5,standard_overlap100
Kada se može primijeniti članak 39. Zakona za B2B transakcije?,"Članak 39. Zakona može se primijeniti za B2B transakcije kada se transakcija plaća gotovinom ili karticom, a za koju je izdan račun i proveden postupak fiskalizacije računa prema članku 15. Zakona. U tom slučaju, ne može se izdati i fiskalizirati eRačun.",4.841270923614502,1.0,1.0,1.0,standard_overlap100
Kako se postupa s računima za predujam kod izdavanja konačnog računa?,Informacije o postupanju s računima za predujam kod izdavanja konačnog računa nisu navedene. Preporučuje se konzultirati relevantne propise ili smjernice za detalje o toj proceduri.,1.977623701095581,0.5,0.5,0.0,standard_overlap100
Koje su obveze odvjetničkih ureda koji nisu u sustavu PDV-a?,"Odvjetnički uredi koji nisu u sustavu PDV-a imaju obvezu izdavanja eRačuna za tuzemne transakcije koje obavljaju, osim ako su izuzeti od obveze izdavanja računa prema posebnom zakonu.",2.3429179191589355,0.5,0.5,0.5,standard_overlap100
Kako se štiti profesionalna tajna odvjetnika kod eRačuna?,"Informacije o zaštiti profesionalne tajne odvjetnika u vezi s eRačunima nisu izravno navedene. Međutim, općenito se može reći da se podaci iz sustava fiskalizacije čuvaju uz poštivanje obveze čuvanja porezne tajne, što može uključivati i zaštitu informacija koje se odnose na odvjetničke usluge. Za specifične aspekte zaštite profesionalne tajne odvjetnika, preporučuje se konzultacija s pravnim stručnjakom ili relevantnim propisima.",3.2600038051605225,0.4,0.6,0.3,standard_overlap100
Koje su obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju?,"Obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju uključuju izdavanje računa koji sadrže Jedinstveni identifikator računa, kao i dostavljanje podataka o svim poslovnim prostorima u kojima se obavlja djelatnost. Također, OPG je dužan koristiti elektroničke naplatne uređaje za izdavanje računa. U slučaju potpunog prestanka rada elektroničkog uređaja, OPG mora izdavati račune koji su uvezani u knjigu računa, koja mora biti ovjerena prije početka upotrebe.",3.644469738006592,0.6,0.8,0.5,standard_overlap100
Koje vrste dokumenata (šifre) se najčešće koriste za eRačune u Hrvatskoj?,Informacije o vrstama dokumenata (šiframa) koje se najčešće koriste za eRačune u Hrvatskoj nisu navedene. Preporučuje se konzultirati relevantne izvore ili zakonske odredbe za detaljnije informacije o klasifikaciji i šiframa eRačuna.,3.1565988063812256,0.0,0.0,0.0,standard_overlap100
Koja je razlika između poslovnih procesa P4 i P6?,"Nema informacija o poslovnim procesima P4 i P6 u dostupnom sadržaju. Da biste dobili detalje o tim procesima, potrebno je konzultirati dodatne izvore ili dokumente koji sadrže informacije o njima.",1.659026861190796,0.0,0.0,0.0,standard_overlap100
Zašto se eRačun pojavljuje kao nefiskaliziran u FiskAplikaciji?,"eRačun se može pojaviti kao nefiskaliziran u FiskAplikaciji zbog tehničkih razloga ili prekida internetskih veza koji onemogućavaju fiskalizaciju. U takvim slučajevima, obveznici fiskalizacije su dužni provesti postupak fiskalizacije eRačuna najkasnije u roku od pet radnih dana od nastanka problema. Također, obveznici moraju osigurati adekvatnu softversku i hardversku podršku za razmjenu eRačuna i fiskalizaciju.",2.7782249450683594,0.5,0.5,0.5,standard_overlap100
Hoće li se poduzetnici kažnjavati zbog grešaka u fiskalizaciji eRačuna?,"Da, poduzetnici će se kažnjavati zbog grešaka u fiskalizaciji eRačuna. Novčane kazne su predviđene za različite prekršaje vezane uz neprovođenje fiskalizacije, neizdavanje eRačuna, neizvještavanje o isporukama i druge slične propuste. Kazne se kreću od 660,00 do 13.270,00 eura za fizičke osobe obrtnike i druge samostalne djelatnosti, ovisno o težini prekršaja.",3.639331340789795,0.0,1.0,0.0,standard_overlap100
Zašto je AS4 protokol važan za razmjenu eRačuna?,"AS4 protokol je važan za razmjenu eRačuna jer omogućava sigurnu i pouzdanu komunikaciju između obveznika fiskalizacije i Porezne uprave. Ovaj protokol osigurava jednosmjernu sigurnu enkripciju na transportnom sloju, što štiti podatke tijekom prijenosa. Također, omogućava sinkronu razmjenu poruka, što znači da obveznici odmah dobivaju odgovore na svoje zahtjeve, čime se poboljšava efikasnost i brzina procesa fiskalizacije.",3.3121957778930664,0.5,0.5,0.5,standard_overlap100
"Paušalni obrt nije u sustavu PDV-a, većina kupaca su građani koji plaćaju na transakcijski račun, ali povremeno ima i B2B kupce koji plaćaju karticom. Što se mijenja u njegovom poslovanju od 1.1.2026?","Od 1. siječnja 2026. godine, određeni članci zakona koji se odnose na transakcijske račune i druge aspekte poslovanja stupaju na snagu. To može značiti da će paušalni obrti, koji nisu u sustavu PDV-a, morati prilagoditi svoje poslovanje u skladu s novim pravilima vezanim uz evidentiranje transakcija, posebno u kontekstu plaćanja putem kartica i transakcijskih računa. Detalji o specifičnim promjenama ovise o odredbama koje se primjenjuju na njihovo poslovanje.",3.7752184867858887,0.5,0.5,0.5,standard_overlap100
Što je eRačun i mora li biti u PDF formatu?,"eRačun je elektronički račun koji se izdaje u skladu s propisima o fiskalizaciji. Mora biti u skladu s EU normom, ali nije specificirano da mora biti u PDF formatu. Razmjena eRačuna obavlja se putem pristupnih točaka koje osiguravaju sigurnu razmjenu podataka.",2.255831480026245,0.5,0.5,0.5,macro_overlap100
Tko se smatra izdavateljem i primateljem eRačuna prema Zakonu o fiskalizaciji?,"Izdavateljem eRačuna smatra se porezni obveznik sa sjedištem, prebivalištem ili uobičajenim boravištem u tuzemstvu koji je upisan u registar obveznika PDV-a, obveznik poreza na dohodak od samostalne djelatnosti ili obveznik poreza na dobit koji nije upisan u registar obveznika PDV-a, kao i tijela državne uprave i jedinice lokalne i područne samouprave koje su upisane u Registar proračunskih i izvanproračunskih korisnika.

Primateljem eRačuna smatra se osoba ili entitet koji zaprimaju eRačun, a dužni su ga zaprimiti na način propisan zakonom.",4.599263429641724,0.8,1.0,0.7,macro_overlap100
Od kada obveznici koji nisu u sustavu PDV-a moraju izdavati i zaprimati eRačune?,"Obveznici koji nisu u sustavu PDV-a moraju izdavati i zaprimati eRačune prema odredbama koje se odnose na obvezu izdavanja eRačuna, a to uključuje obveznike poreza na dohodak od samostalne djelatnosti i obveznike poreza na dobit koji imaju sjedište, prebivalište ili uobičajeno boravište u tuzemstvu. To se primjenjuje na tuzemne transakcije, osim ako su izuzeti od obveze izdavanja računa prema posebnom zakonu. Točno vrijeme kada su obveznici počeli s ovom obvezom nije navedeno u dostupnim informacijama.",4.489178657531738,0.5,0.5,0.5,macro_overlap100
Što je fiskalizacija eRačuna i kada se mora provesti?,"Fiskalizacija eRačuna je proces u kojem izdavatelj i primatelj eRačuna moraju dostaviti određene podatke u Sustav za fiskalizaciju za svaki izdani i zaprimljeni eRačun. Ovi podaci uključuju informacije kao što su datum izdavanja računa, broj računa, datum dospijeća plaćanja, identitet izdavatelja i primatelja, količinu i vrstu isporučenih dobara ili usluga, poreznu osnovicu, stopu PDV-a i iznos PDV-a koji treba platiti.

Fiskalizaciju eRačuna treba provesti odvojeno od postupka razmjene eRačuna. Izdavatelj eRačuna dužan je provesti fiskalizaciju u trenutku izdavanja eRačuna, a najkasnije pet radnih dana nakon izdavanja u slučaju samoizdavanja računa. Primatelj eRačuna također mora provesti fiskalizaciju najkasnije pet radnih dana od primitka eRačuna.",6.321482181549072,0.9,1.0,0.9,macro_overlap100
Koje su glavne razlike između Fiskalizacije 1.0 i Fiskalizacije 2.0?,Informacije o razlikama između Fiskalizacije 1.0 i Fiskalizacije 2.0 nisu navedene. Preporučuje se konzultirati relevantne izvore ili dokumente koji se bave tim temama za detaljnije informacije.,2.391624927520752,0.0,0.0,0.0,macro_overlap100
Što je pristupna točka i tko može biti pristupna točka?,"Pristupna točka je porezni obveznik ili informacijski posrednik koji ispunjava sve tehničke uvjete za razmjenu eRačuna, fiskalizaciju eRačuna, eIzvještavanje ili uslugu MPS-a. To znači da pristupna točka može biti bilo koja osoba ili entitet koji zadovoljava navedene tehničke kriterije.",3.0027194023132324,1.0,1.0,1.0,macro_overlap100
Što mora informacijski posrednik napraviti da bi mogao pružati usluge?,"Informacijski posrednik mora dostaviti Poreznoj upravi dokumentaciju koja uključuje: detaljan opis sredstava za osiguranje sigurnosti osobnih podataka, najnoviju verziju Certifikata za ISO/IEC 27001, izjavu o upravljanju sustavom informacija unutar Europske unije, te izjavu o opsegu usluga koje pruža. Također, mora uspješno proći testiranje sukladnosti i ishoditi završno izvješće. Nakon ispunjavanja ovih uvjeta, Porezna uprava mu izdaje potvrdu o sukladnosti.",5.696214437484741,0.5,0.5,0.5,macro_overlap100
Što je aplikacija MIKROeRAČUN i tko je može koristiti?,"Aplikacija MIKROeRAČUN je besplatna aplikacija koja omogućava izdavanje, zaprimanje i pohranu eRačuna, kao i fiskalizaciju izdanih i zaprimljenih eRačuna. Mogu je koristiti izdavatelji i primatelji eRačuna koji su korisnici sustava ePorezna, nisu upisani u registar obveznika PDV-a i nisu obveznici primjene propisa o elektroničkom izdavanju računa u javnoj nabavi kao javni naručitelji.",3.298024892807007,0.8,1.0,0.9,macro_overlap100
Kada izdavatelj eRačuna mora provoditi postupak eIzvještavanja?,"Izdavatelj eRačuna mora provoditi postupak eIzvještavanja kada se eRačun ne može izdati primatelju računa zbog nedostupnosti identifikatora u AMS-u. U tom slučaju, može se izdati račun u papirnatom obliku, a podaci se dostavljaju putem eIzvještavanja.",2.95047664642334,0.6,0.8,0.5,macro_overlap100
Što mora napraviti primatelj eRačuna koji odbija eRačun?,"Primatelj eRačuna dužan je zaprimiti eRačun na način propisan zakonom. Ako odbija eRačun, nije jasno iz dostupnih informacija što bi trebao učiniti, ali bi trebao postupiti u skladu s odredbama koje se odnose na zaprimanje eRačuna.",1.994413137435913,0.5,0.5,0.5,macro_overlap100
Je li podatak KPD-a obvezan na eRačunu i u kojim slučajevima?,Podatak o KPD-u je obvezan na eRačunu kada obveznici primjene Zakona moraju povezati stavku robe i usluge s ispravnom klasifikacijskom oznakom iz KPD-a. Ova oznaka se mora iskazati u eRačunu kao šesteroznamenkasti broj.,2.7307000160217285,0.7,0.9,0.6,macro_overlap100
Čemu služi FiskAplikacija i koje funkcionalnosti omogućava?,"FiskAplikacija služi za pregled podataka iz fiskalizacije računa i eRačuna. Omogućava uvid u statuse eRačuna, kao što su zaprimljen, naplaćen ili odbijen, te pruža informacije o greškama i ostalim podacima iz Sustava za fiskalizaciju.",2.522033214569092,0.5,0.5,0.5,macro_overlap100
Što znači status 'Zaprimljen i neuparen' u FiskAplikaciji?,"Status 'Zaprimljen i neuparen' u FiskAplikaciji označava da je zahtjev za fiskalizaciju zaprimljen, ali nije povezan s odgovarajućim fiskaliziranim računom ili podacima. To može značiti da su podaci u zahtjevu neispravni ili da ne odgovaraju onima koji su već fiskalizirani.",2.4276680946350098,0.5,0.5,0.5,macro_overlap100
Što znači status 'Odstupanje' u FiskAplikaciji i treba li zbog toga odbiti račun?,"Status 'Odstupanje' u FiskAplikaciji označava da su na računu uočene greške ili nepravilnosti koje mogu utjecati na njegovu valjanost. Ovisno o prirodi odstupanja, može biti potrebno odbiti račun kako bi se ispravile greške prije nego što se račun može prihvatiti. Preporučuje se provjeriti specifične razloge za odstupanje i poduzeti odgovarajuće mjere.",3.088872194290161,0.5,0.7,0.3,macro_overlap100
Što je AMS i čemu služi?,"AMS je metapodatkovni servis koji omogućava objavu identifikatora poreznih obveznika primatelja eRačuna. Služi za pružanje podataka o krajnjoj adresi primatelja eRačuna i informacijama o poreznim obveznicima prema Listi identifikatora poreznih obveznika, čime olakšava razmjenu eRačuna između obveznika.",2.8925209045410156,0.7,1.0,0.8,macro_overlap100
Kakvu strukturu mora imati broj eRačuna?,"Broj eRačuna mora imati sljedeću strukturu: brojčana oznaka računa/oznaka poslovnog prostora/oznaka naplatnog uređaja. Na primjer, to može izgledati ovako: 1234567890/POSL1/12. Brojčana oznaka računa može sadržavati samo znamenke od 0 do 9, bez vodećih nula. Oznaka poslovnog prostora može sadržavati znamenke i slova (0-9, a-z, A-Z) i mora biti jedinstvena na razini OIB-a obveznika. Oznaka naplatnog uređaja također može sadržavati samo znamenke od 0 do 9, bez vodećih nula, i mora biti jedinstvena unutar jednog poslovnog prostora obveznika.",3.8132989406585693,0.7,0.9,0.8,macro_overlap100
Što je samoizdavanje eRačuna i kako se provodi fiskalizacija?,"Samoizdavanje eRačuna odnosi se na situaciju kada izdavatelj eRačuna, unatoč tome što je izuzet od obveze izdavanja eRačuna, odluči izdati račun. U tom slučaju, obvezan je izdati ga kao eRačun, uz sve obveze koje proizlaze iz relevantnih zakonskih odredbi.

Fiskalizacija eRačuna provodi se putem razmjene eRačuna, pri čemu se identitet pristupne točke dokazuje putem digitalnih certifikata. Također, prilikom fiskalizacije, izdavatelj eRačuna mora osigurati da su svi podaci ispravno uneseni i da se eRačun dostavlja primatelju na propisani način. Ako se eRačun ne može izdati zbog nedostupnosti identifikatora, može se izdati račun u papirnatom obliku, a podaci se dostavljaju putem postupka eIzvještavanja.",7.481757879257202,0.5,0.5,0.5,macro_overlap100
Kada postoji obveza izdavanja eRačuna za inozemne transakcije?,"Obveza izdavanja eRačuna za inozemne transakcije nije izričito navedena u informacijama. Članak 38. se fokusira na obvezu izdavanja eRačuna za tuzemne transakcije, dok se za inozemne transakcije ne spominje obveza. Stoga, prema dostupnim informacijama, ne može se utvrditi postojanje obveze za inozemne transakcije.",2.7574946880340576,0.5,0.5,0.5,macro_overlap100
