question,generated_answer,latency,faithfulness,context_relevancy,answer_correctness,strategy
Koje su obveze odvjetničkih ureda koji nisu u sustavu PDV-a?,Odvjetnički uredi koji nisu u sustavu PDV-a imaju obvezu zaprimanja eRačuna te provedbu fiskalizacije eRačuna.,1.4036848545074463,0.5,0.6,0.5,standard_overlap50
Kako se štiti profesionalna tajna odvjetnika kod eRačuna?,"Odredbe o eRačunu ne primjenjuju se na isporuke dobara ili usluga koje su zaštićene propisanim stupnjem tajnosti ili koje moraju uključivati posebne sigurnosne mjere prema zakonima i drugim propisima. To implicira da se profesionalna tajna odvjetnika može štititi kroz izuzeće od primjene ovih odredbi, osiguravajući tako potrebnu razinu povjerljivosti.",2.282914638519287,0.5,0.5,0.5,standard_overlap50
Koje su obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju?,"Obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju uključuju obavezu da imaju OIB, te da označe je li obveznik u sustavu PDV-a ili nije. Također, obveznici fiskalizacije su dužni ispraviti nepravilnosti u slanju poruka i ponoviti slanje poruka ako nisu primili potvrdu o uspješnoj prijavi promjene načina plaćanja, najkasnije do kraja tekućeg dana.",3.8591620922088623,0.5,0.5,0.5,standard_overlap50
Koje vrste dokumenata (šifre) se najčešće koriste za eRačune u Hrvatskoj?,"U Hrvatskoj se za eRačune najčešće koriste šifre prema važećem statističkom standardu Klasifikacija proizvoda po djelatnostima – KPD. Ove šifre omogućuju prikupljanje, obradu i diseminaciju statističkih podataka vezanih uz eRačune.",1.7110533714294434,0.5,0.5,0.5,standard_overlap50
Koja je razlika između poslovnih procesa P4 i P6?,"Poslovni proces P4 odnosi se na obveznika fiskalizacije koji dostavlja podatke o adresi poslovnog prostora putem elektroničkog servisa Porezne uprave ePorezna. S druge strane, poslovni proces P6 se fokusira na obveznika fiskalizacije koji dostavlja podatak o vrsti djelatnosti koja se obavlja u poslovnom prostoru, koristeći važeći šifarnik koji sadrži nacionalnu klasifikaciju djelatnosti. Dakle, razlika leži u vrsti informacija koje se dostavljaju i načinu na koji se one definiraju.",3.463916540145874,0.0,0.0,0.0,standard_overlap50
Zašto se eRačun pojavljuje kao nefiskaliziran u FiskAplikaciji?,"eRačun se može pojaviti kao nefiskaliziran u FiskAplikaciji zbog nekoliko razloga. Moguće je da fiskalizacija eRačuna nije provedena od strane izdavatelja u propisanom roku, koji je odvojen od postupka razmjene eRačuna. Također, ako primatelj eRačuna nije izvršio fiskalizaciju unutar pet radnih dana od primitka eRačuna, to može rezultirati statusom nefiskaliziranog računa. Osim toga, nedostatak odgovarajućeg digitalnog certifikata koji sadrži OIB ovlaštene osobe za dostavu fiskalizacijske poruke također može uzrokovati ovaj problem.",3.7084434032440186,0.5,0.5,0.5,standard_overlap50
Hoće li se poduzetnici kažnjavati zbog grešaka u fiskalizaciji eRačuna?,Informacije o mogućim kaznama za poduzetnike zbog grešaka u fiskalizaciji eRačuna nisu navedene. Preporučuje se da se konzultiraju relevantni propisi ili pravni savjetnici za detalje o sankcijama.,1.7861855030059814,0.5,0.5,0.5,standard_overlap50
Zašto je AS4 protokol važan za razmjenu eRačuna?,"Informacije o važnosti AS4 protokola za razmjenu eRačuna nisu navedene. Međutim, općenito se može reći da protokoli poput AS4 igraju ključnu ulogu u osiguravanju sigurnosti, pouzdanosti i interoperabilnosti u elektroničkoj razmjeni dokumenata, uključujući eRačune. Oni omogućuju sigurno slanje i primanje podataka između različitih sustava, što je ključno za učinkovitu fiskalizaciju i obradu računa.",2.2952566146850586,0.5,0.5,0.5,standard_overlap50
"Paušalni obrt nije u sustavu PDV-a, većina kupaca su građani koji plaćaju na transakcijski račun, ali povremeno ima i B2B kupce koji plaćaju karticom. Što se mijenja u njegovom poslovanju od 1.1.2026?","Od 1.1.2026. paušalni obrti koji nisu u sustavu PDV-a morat će prilagoditi svoje poslovanje kako bi se uskladili s novim pravilima fiskalizacije. To može uključivati obavezu izdavanja računa koji sadrže određene informacije, kao što su datum i vrijeme izdavanja, OIB obveznika, oznaku slijednosti brojeva transakcije, te druge relevantne podatke. Također, obveznici će morati osigurati da su svi računi pravilno fiskalizirani, što može utjecati na način na koji obrađuju transakcije, posebno s B2B kupcima koji plaćaju karticom. Uvođenje ovih pravila može zahtijevati dodatne tehničke i administrativne prilagodbe u poslovanju.",3.813704013824463,0.5,0.5,0.5,standard_overlap50
Što je eRačun i mora li biti u PDF formatu?,eRačun je elektronički račun koji se koristi u fiskalizaciji. Nema informacija o tome mora li biti u PDF formatu.,1.1523213386535645,0.5,0.5,0.0,standard_overlap100
Tko se smatra izdavateljem i primateljem eRačuna prema Zakonu o fiskalizaciji?,"Izdavateljem eRačuna smatra se osoba ili pravna osoba koja izdaje eRačun, dok se primateljem eRačuna smatra osoba ili pravna osoba koja prima eRačun.",1.2402687072753906,0.5,0.8,0.6,standard_overlap100
Od kada obveznici koji nisu u sustavu PDV-a moraju izdavati i zaprimati eRačune?,"Obveznici koji nisu u sustavu PDV-a moraju izdavati i zaprimati eRačune od trenutka kada su obvezni izdavati eRačun za tuzemne transakcije, osim ako su izuzeti od obveze izdavanja računa prema posebnom zakonu.",2.1317830085754395,0.5,0.5,0.5,standard_overlap100
Što je fiskalizacija eRačuna i kada se mora provesti?,"Fiskalizacija eRačuna je postupak koji obveznici fiskalizacije moraju provesti prilikom izdavanja eRačuna, a odnosi se na obvezu slanja i zaprimanja eRačuna u skladu s propisima. Fiskalizacija se mora provesti odmah nakon slanja i zaprimanja ispravljenog eRačuna, kao i prilikom izdavanja računa koji se naplaćuju sredstvima koja se smatraju prometom gotovine. U slučaju ispravka podataka na eRačunu koji ne utječu na obračun poreza, eRačun se može izdati pod istim brojem uz obvezno navođenje ""indikatora kopije računa"".",2.9179961681365967,0.6,1.0,0.7,standard_overlap100
Koje su glavne razlike između Fiskalizacije 1.0 i Fiskalizacije 2.0?,"Informacije o razlikama između Fiskalizacije 1.0 i Fiskalizacije 2.0 nisu navedene. Da biste dobili detalje o tim razlikama, preporučuje se konzultirati relevantne izvore ili dokumente koji se bave tim temama.",1.7147266864776611,0.0,0.0,0.0,standard_overlap100
Što je pristupna točka i tko može biti pristupna točka?,"Pristupna točka je sustav ili komponenta koja omogućava izdavanje i zaprimanje eRačuna te komunikaciju s MPS-om. Pristupna točka koja prođe testiranje sukladnosti dobiva potvrdu o sukladnosti, no ne objavljuje se na popisu informacijskih posrednika. Tko može biti pristupna točka nije izravno navedeno, ali se može pretpostaviti da su to subjekti koji ispunjavaju uvjete za testiranje sukladnosti.",2.207282066345215,0.5,0.5,0.5,standard_overlap100
Što mora informacijski posrednik napraviti da bi mogao pružati usluge?,Informacijski posrednik mora dostaviti dokumentaciju propisanu člankom 61. Zakona i uspješno provesti testiranje sukladnosti kako bi ishodio završno izvješće.,1.0649895668029785,0.5,0.7,0.4,standard_overlap100
Što je aplikacija MIKROeRAČUN i tko je može koristiti?,"Aplikacija MIKROeRAČUN omogućava izdavanje, zaprimanje i pohranu eRačuna, kao i fiskalizaciju izdanih i zaprimljenih eRačuna. Pravo na korištenje ove aplikacije imaju izdavatelj i primatelj eRačuna, pod uvjetom da su korisnici sustava ePorezna, nisu upisani u registar obveznika PDV-a i nisu obveznici primjene propisa o elektroničkom izdavanju računa u javnoj nabavi kao javni naručitelji.",2.3151164054870605,0.8,0.9,0.9,standard_overlap100
Kada izdavatelj eRačuna mora provoditi postupak eIzvještavanja?,"Izdavatelj eRačuna dužan je provoditi fiskalizaciju eRačuna odvojeno od postupka razmjene eRačuna u trenutku izdavanja eRačuna, a u slučaju samoizdavanja računa najkasnije pet radnih dana nakon što je eRačun izdan.",1.5159647464752197,0.5,0.5,0.0,standard_overlap100
Što mora napraviti primatelj eRačuna koji odbija eRačun?,"Primatelj eRačuna koji odbija eRačun mora do 20. dana u mjesecu za prethodni mjesec dostaviti podatke o odbijenim eRačunima u Sustav za fiskalizaciju. Ti podaci uključuju datum izdavanja eRačuna, broj eRačuna, OIB izdavatelja i primatelja eRačuna, datum odbijanja te razlog odbijanja.",2.040457248687744,1.0,1.0,1.0,standard_overlap100
Je li podatak KPD-a obvezan na eRačunu i u kojim slučajevima?,Podatak o stavci robe i usluge u eRačunu obvezan je povezati s ispravnom klasifikacijskom oznakom iz KPD-a. Ova obveza primjenjuje se na obveznike koji su dužni primjenjivati odredbe zakona o fiskalizaciji. Klasifikacijska oznaka mora biti iskazana u eRačunu kao šesteroznamenkasti broj.,2.8056745529174805,0.2,0.7,0.3,standard_overlap100
Čemu služi FiskAplikacija i koje funkcionalnosti omogućava?,"FiskAplikacija služi za pregled i uvid u podatke vezane uz fiskalizaciju. Omogućava sljedeće funkcionalnosti: pregled podataka iz fiskalizacije računa i fiskalizacije eRačuna, uvid u statuse eRačuna (zaprimljen, naplaćen, odbijen), uvid u podatke o greškama te uvid u ostale podatke iz Sustava za fiskalizaciju.",2.155941963195801,0.8,1.0,0.7,standard_overlap100
Što znači status 'Zaprimljen i neuparen' u FiskAplikaciji?,"Status 'Zaprimljen i neuparen' u FiskAplikaciji označava da je eRačun zaprimljen, ali još nije povezan s odgovarajućim fiskalnim računom ili drugim potrebnim podacima. To može značiti da račun nije evidentiran ili da su potrebne dodatne provjere kako bi se osiguralo da su svi podaci ispravni i da je račun pravilno obrađen.",2.5622642040252686,0.5,0.5,0.5,standard_overlap100
Što znači status 'Odstupanje' u FiskAplikaciji i treba li zbog toga odbiti račun?,Status 'Odstupanje' u FiskAplikaciji obično ukazuje na to da je došlo do nekih nepravilnosti ili grešaka u vezi s računom. Odbijanje računa može biti potrebno ako se utvrdi da su te greške značajne ili ako račun ne ispunjava zakonske zahtjeve. Preporučuje se provjeriti detalje o greškama i konzultirati se s relevantnim propisima ili stručnjacima kako bi se donijela ispravna odluka.,2.1312973499298096,0.0,0.3,0.0,standard_overlap100
Što je AMS i čemu služi?,Informacije o AMS-u nisu dostupne u dostavljenim podacima. Molimo vas da navedete dodatne informacije ili kontekst kako bih mogao pomoći.,1.132206916809082,0.0,0.0,0.0,standard_overlap100
Kakvu strukturu mora imati broj eRačuna?,Broj eRačuna mora biti u skladu s EU normom.,0.7612481117248535,0.0,0.5,0.0,standard_overlap100
Što je samoizdavanje eRačuna i kako se provodi fiskalizacija?,"Samoizdavanje eRačuna odnosi se na proces u kojem obveznici izdaju eRačune za svoje usluge ili proizvode. Fiskalizacija eRačuna provodi se odvojeno od postupka razmjene eRačuna, a obveznici su dužni provesti fiskalizaciju najkasnije pet radnih dana od primitka eRačuna. Izdavatelj eRačuna, koji je obveznik poreza, mora primijeniti pravila u skladu s relevantnim zakonima, a za potpisivanje fiskalizacijske poruke koristi se digitalni certifikat koji sadrži OIB ovlaštene osobe.",3.0228383541107178,0.5,0.5,0.5,standard_overlap100
Kada postoji obveza izdavanja eRačuna za inozemne transakcije?,"Obveza izdavanja eRačuna za inozemne transakcije nije izričito navedena u dostupnim odredbama. Odredbe se primarno odnose na tuzemne transakcije, a za inozemne transakcije se ne spominje obveza izdavanja eRačuna.",2.1963865756988525,0.5,0.5,0.5,standard_overlap100
Može li se isti digitalni certifikat koristiti za F1.0 i F2.0?,Informacije o korištenju digitalnog certifikata za F1.0 i F2.0 nisu navedene. Preporučuje se provjeriti specifične smjernice ili regulative koje se odnose na korištenje certifikata u tim verzijama.,1.4546587467193604,0.0,0.0,0.0,standard_overlap100
Kada se može primijeniti članak 39. Zakona za B2B transakcije?,"Članak 39. Zakona može se primijeniti na B2B transakcije kada se izdaju računi koji se naplaćuju sredstvima koja se ne smatraju prometom gotovine, uz uvjet da su ispunjeni svi relevantni propisi i odredbe vezane uz fiskalizaciju.",1.3515245914459229,0.5,0.5,0.5,standard_overlap100
Kako se postupa s računima za predujam kod izdavanja konačnog računa?,Informacije o postupanju s računima za predujam kod izdavanja konačnog računa nisu navedene. Preporučuje se konzultirati relevantne propise ili dokumente koji se bave fiskalizacijom računa za detaljnije upute.,1.6997628211975098,0.0,0.0,0.0,standard_overlap100
Koje su obveze odvjetničkih ureda koji nisu u sustavu PDV-a?,"Odvjetnički uredi koji nisu u sustavu PDV-a imaju obvezu zaprimanja eRačuna te provedbu fiskalizacije eRačuna. Također, trebaju ispunjavati sve tehničke uvjete za razmjenu eRačuna i usluge fiskalizacije.",1.7803914546966553,0.5,0.5,0.5,standard_overlap100
Kako se štiti profesionalna tajna odvjetnika kod eRačuna?,"Odredbe o eRačunu ne primjenjuju se na isporuke dobara ili usluga koji su zaštićeni propisanim stupnjem tajnosti ili koji moraju uključivati posebne sigurnosne mjere u skladu sa zakonima i drugim propisima. To znači da se profesionalna tajna odvjetnika može zaštititi kroz primjenu ovih odredbi, osiguravajući da se informacije koje su zaštićene ne izlažu putem eRačuna.",2.9235246181488037,0.5,0.5,0.5,standard_overlap100
Koje su obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju?,"Obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju uključuju prijavu podataka o fiskalizaciji računa u krajnjoj potrošnji putem sustava Porezne uprave. OPG-ovi moraju osigurati da su svi elementi računa, kao što su osobni identifikacijski broj (OIB), datum i vrijeme, broj računa, iznos računa razvrstan po poreznoj stopi, način plaćanja, OIB operatera i zaštitni kod izdavatelja, pravilno navedeni. Također, OPG-ovi trebaju koristiti aplikaciju ePorezna za prijavu podataka, osim ako nisu korisnici tog sustava, u kojem slučaju prijavu obavlja službena osoba u ispostavi Porezne uprave.",2.917417287826538,0.5,0.5,0.5,standard_overlap100
Koje vrste dokumenata (šifre) se najčešće koriste za eRačune u Hrvatskoj?,"Navedeni tekst ne sadrži informacije o vrstama dokumenata ili šiframa koje se najčešće koriste za eRačune u Hrvatskoj. Fokusira se na uvjete korištenja aplikacije MIKROeRAČUN, prestanak prava na korištenje te obveze i odgovornosti informacijskog posrednika. Za specifične informacije o vrstama dokumenata ili šiframa, potrebno je konzultirati dodatne izvore ili relevantne propise.",2.252453327178955,0.0,0.0,0.0,standard_overlap100
Koja je razlika između poslovnih procesa P4 i P6?,"Poslovni proces P4 odnosi se na obveznika fiskalizacije koji dostavlja podatke o adresi poslovnog prostora putem elektroničkog servisa Porezne uprave ePorezna. S druge strane, poslovni proces P6 se fokusira na obveznika fiskalizacije koji dostavlja podatak o vrsti djelatnosti koja se obavlja u poslovnom prostoru prema važećem šifarniku nacionalne klasifikacije djelatnosti. Dakle, razlika leži u vrsti informacija koje se dostavljaju: P4 se bavi adresom, dok se P6 bavi vrstom djelatnosti.",4.198820352554321,0.0,0.0,0.0,standard_overlap100
Zašto se eRačun pojavljuje kao nefiskaliziran u FiskAplikaciji?,"eRačun se može pojaviti kao nefiskaliziran u FiskAplikaciji ako nije pravilno proveden postupak fiskalizacije, što uključuje obvezno fiskaliziranje ispravljenog eRačuna odmah nakon slanja i zaprimanja. Također, ako je izdan prateći dokument koji nije označen kao fiskalizirani račun, to može uzrokovati da se eRačun ne prepoznaje kao fiskaliziran.",2.3699395656585693,0.5,0.5,0.5,standard_overlap100
Hoće li se poduzetnici kažnjavati zbog grešaka u fiskalizaciji eRačuna?,Informacije o mogućim kaznama za poduzetnike zbog grešaka u fiskalizaciji eRačuna nisu navedene. Preporučuje se da se konzultiraju relevantni propisi ili stručnjaci za detalje o sankcijama.,2.138960838317871,0.5,0.5,0.5,standard_overlap100
Zašto je AS4 protokol važan za razmjenu eRačuna?,"AS4 protokol je važan za razmjenu eRačuna jer omogućava sigurnu i standardiziranu razmjenu podataka između izdavatelja i primatelja eRačuna. Osigurava interoperabilnost između različitih sustava, što je ključno za učinkovitu i pouzdanu komunikaciju. Također, protokol podržava vjerodostojnost podrijetla, cjelovitost sadržaja i čitljivost eRačuna tijekom cijelog razdoblja čuvanja.",2.823259115219116,0.5,0.5,0.5,standard_overlap100
"Paušalni obrt nije u sustavu PDV-a, većina kupaca su građani koji plaćaju na transakcijski račun, ali povremeno ima i B2B kupce koji plaćaju karticom. Što se mijenja u njegovom poslovanju od 1.1.2026?","Od 1.1.2026. godine, paušalni obrti koji nisu u sustavu PDV-a morat će prilagoditi svoje poslovanje u skladu s novim pravilima fiskalizacije. To može uključivati obavezu izdavanja računa s jasno označenim podacima, kao što su datum i vrijeme izdavanja, OIB obveznika, oznaka slijednosti brojeva transakcija, te način dodjele brojeva računa. Također, svi podaci će se morati dostavljati Poreznoj upravi u XML formatu radi lakše analize i izvještavanja. Ove promjene mogu utjecati na način na koji obrtnici komuniciraju s kupcima, posebno u vezi s B2B transakcijama i plaćanjima karticama.",4.277198791503906,0.7,0.6,0.8,standard_overlap100
Što je eRačun i mora li biti u PDF formatu?,"eRačun je elektronički račun koji se koristi za izdavanje i primanje računa u digitalnom obliku. Nije nužno da eRačun bude u PDF formatu; može biti u različitim formatima koji su prihvaćeni za elektroničko poslovanje, ovisno o propisima i standardima koji se primjenjuju.",2.116767168045044,0.5,0.5,0.0,macro_overlap100
Tko se smatra izdavateljem i primateljem eRačuna prema Zakonu o fiskalizaciji?,"Izdavateljem eRačuna smatra se trgovačko društvo, obrtnik ili nositelj slobodnog zanimanja koji izdaje eRačun. Primateljem eRačuna smatra se osoba ili pravna osoba koja prima eRačun od izdavatelja.",1.5699212551116943,0.5,0.5,0.5,macro_overlap100
Od kada obveznici koji nisu u sustavu PDV-a moraju izdavati i zaprimati eRačune?,Obveznici koji nisu u sustavu PDV-a moraju početi izdavati i zaprimati eRačune od 1. siječnja 2026. godine.,1.2771048545837402,0.5,0.5,0.5,macro_overlap100
Što je fiskalizacija eRačuna i kada se mora provesti?,"Fiskalizacija eRačuna je postupak koji uključuje korištenje digitalnog certifikata za potpisivanje fiskalizacijske poruke, a provodi se kako bi se osigurala valjanost i usklađenost eRačuna s propisima. Ovaj postupak mora biti proveden najkasnije u roku od pet radnih dana od trenutka kada dođe do tehničkih problema ili prekida internetske veze koji onemogućava fiskalizaciju eRačuna. Obveznici fiskalizacije također su dužni osigurati adekvatnu softversku i hardversku podršku za razmjenu i fiskalizaciju eRačuna.",3.364240884780884,0.5,0.5,0.5,macro_overlap100
Koje su glavne razlike između Fiskalizacije 1.0 i Fiskalizacije 2.0?,"Na temelju dostupnih informacija, razlike između Fiskalizacije 1.0 i Fiskalizacije 2.0 nisu izravno navedene. Međutim, može se pretpostaviti da bi razlike mogle uključivati promjene u načinu fiskalizacije računa, zahtjeve za programska rješenja, kao i procedure vezane uz izdavanje i dostavu računa. Fiskalizacija 2.0 vjerojatno donosi unapređenja u tehnologiji i sigurnosti, kao i dodatne obveze za obveznike fiskalizacije. Za konkretne razlike, potrebno je konzultirati specifične izvore ili dokumente koji se bave tim temama.",3.8911447525024414,0.0,0.0,0.0,macro_overlap100
Što je pristupna točka i tko može biti pristupna točka?,"Pristupna točka je entitet koji omogućuje pristup i komunikaciju u okviru sustava fiskalizacije, a koja nije informacijski posrednik. Ova točka može biti testirana na sukladnost za sposobnost izdavanja i zaprimanja eRačuna te komunikaciju s MPS-om. Pristupna točka koja prođe testiranje dobiva potvrdu o sukladnosti, ali se ne objavljuje na popisu informacijskih posrednika.",2.9514729976654053,0.6,0.6,0.4,macro_overlap100
Što mora informacijski posrednik napraviti da bi mogao pružati usluge?,"Informacijski posrednik mora dostaviti Poreznoj upravi određenu dokumentaciju prije nego što pristupi završnom testiranju sukladnosti. Ta dokumentacija uključuje:

1. Dokument koji detaljno navodi sredstva implementirana za osiguranje sigurnosti osobnih podataka u skladu s Općom uredbom o zaštiti podataka.
2. Najnoviju verziju Certifikata za ISO/IEC 27001 u trenutku podnošenja dokumentacije.
3. Izjavu o obvezi upravljanja sustavom informacija iz Europske unije, osiguravajući da nema prijenosa podataka izvan Europske unije.
4. Izjavu koja navodi opseg usluga koje pruža za potrebe provedbe zakona.

Nakon ispunjavanja ovih uvjeta i uspješnog testiranja sukladnosti, Porezna uprava izdaje potvrdu o sukladnosti.",4.870651006698608,0.6,0.8,0.7,macro_overlap100
Što je aplikacija MIKROeRAČUN i tko je može koristiti?,"Aplikacija MIKROeRAČUN omogućava izdavanje, zaprimanje i pohranu eRačuna, kao i fiskalizaciju izdanih i zaprimljenih eRačuna. Pravo na korištenje ove aplikacije imaju izdavatelj i primatelj eRačuna, pod uvjetom da su korisnici sustava ePorezna, nisu upisani u registar obveznika PDV-a i nisu obveznici primjene propisa o elektroničkom izdavanju računa u javnoj nabavi kao javni naručitelji. Porezni obveznik koji želi koristiti aplikaciju dužan je prihvatiti opće uvjete korištenja.",3.2960987091064453,0.7,1.0,0.9,macro_overlap100
Kada izdavatelj eRačuna mora provoditi postupak eIzvještavanja?,"Postupak eIzvještavanja izdavatelj eRačuna mora provoditi u skladu s odredbama koje se odnose na fiskalizaciju eRačuna, a to uključuje osiguranje vjerodostojnosti, cjelovitosti sadržaja i čitljivosti eRačuna od trenutka izdavanja do kraja razdoblja čuvanja. Također, obveznici fiskalizacije trebaju pristupiti Sustavu za fiskalizaciju putem jednosmjerne sigurne veze i razmjenjivati poruke s pristupnom točkom Porezne uprave. Detalji o postupku i rokovima mogu biti propisani dodatnim pravilnicima ili zakonima koji se odnose na fiskalizaciju.",3.936840534210205,0.3,0.6,0.4,macro_overlap100
Što mora napraviti primatelj eRačuna koji odbija eRačun?,"Primatelj eRačuna koji odbija eRačun dužan je u Sustav za fiskalizaciju do 20. dana u mjesecu za prethodni mjesec dostaviti podatke o eRačunima koje je odbio u prethodnom mjesecu. Ovi podaci uključuju datum izdavanja eRačuna, broj eRačuna, OIB izdavatelja i primatelja eRačuna, datum odbijanja te razlog odbijanja. Dostavom ovih podataka primatelj eRačuna također izjavljuje da neće koristiti pravo na pretporez po tom eRačunu.",2.92323899269104,1.0,1.0,1.0,macro_overlap100
Je li podatak KPD-a obvezan na eRačunu i u kojim slučajevima?,Podatak KPD-a je obvezan na eRačunu kada obveznici primjene zakona moraju povezati stavku robe i usluge u eRačunu s ispravnom klasifikacijskom oznakom iz KPD-a. Ova oznaka mora biti iskazana u eRačunu kao šesteroznamenkasti broj.,2.181382417678833,0.5,0.5,0.5,macro_overlap100
Čemu služi FiskAplikacija i koje funkcionalnosti omogućava?,"FiskAplikacija služi za pregled i uvid u podatke vezane uz fiskalizaciju. Omogućava sljedeće funkcionalnosti: pregled podataka iz fiskalizacije računa i eRačuna, uvid u statuse eRačuna (zaprimljen, naplaćen, odbijen), uvid u podatke o greškama te uvid u ostale podatke iz Sustava za fiskalizaciju.",2.1651620864868164,0.7,0.9,0.6,macro_overlap100
Što znači status 'Zaprimljen i neuparen' u FiskAplikaciji?,"Status 'Zaprimljen i neuparen' u FiskAplikaciji označava da je eRačun zaprimljen, ali još nije povezan s odgovarajućim fiskalnim računom ili transakcijom. To može značiti da je potrebno izvršiti dodatne korake kako bi se eRačun pravilno obradio i uskladio s fiskalizacijom.",2.1595804691314697,0.5,0.5,0.5,macro_overlap100
Što znači status 'Odstupanje' u FiskAplikaciji i treba li zbog toga odbiti račun?,"Status 'Odstupanje' u FiskAplikaciji obično ukazuje na neku vrstu nesukladnosti ili greške u podacima koji su poslani ili primljeni. Ovisno o specifičnom uzroku odstupanja, može biti potrebno dodatno provjeriti informacije ili ispraviti greške prije nego što se račun može prihvatiti. Preporučuje se da se u takvim slučajevima konzultira s relevantnim pravilnicima ili stručnjacima kako bi se donijela ispravna odluka o odbijanju računa.",2.3151209354400635,0.0,0.5,0.0,macro_overlap100
Što je AMS i čemu služi?,"AMS je sustav koji omogućuje objavu i dohvat podataka o identifikatorima poreznih obveznika. Služi za upravljanje informacijama vezanim uz primatelje eRačuna, uključujući njihovu krajnju adresu za zaprimanje eRačuna, te omogućuje izdavateljima računa da pristupe tim podacima putem upita.",2.406898260116577,0.5,0.5,0.5,macro_overlap100
Kakvu strukturu mora imati broj eRačuna?,Broj eRačuna mora biti u skladu s EU normom.,1.3498504161834717,0.0,0.5,0.0,macro_overlap100
Što je samoizdavanje eRačuna i kako se provodi fiskalizacija?,"Samoizdavanje eRačuna odnosi se na proces u kojem obveznici fiskalizacije sami izdaju elektroničke račune. Fiskalizacija eRačuna provodi se putem digitalnog certifikata koji sadrži OIB ovlaštene osobe za dostavu fiskalizacijske poruke. U slučaju tehničkih problema ili prekida internetske veze, obveznici su dužni provesti fiskalizaciju eRačuna u roku od pet radnih dana od nastanka problema. Također, obveznici moraju osigurati adekvatnu softversku i hardversku podršku za razmjenu i fiskalizaciju eRačuna.",3.628859519958496,0.5,0.7,0.6,macro_overlap100
Kada postoji obveza izdavanja eRačuna za inozemne transakcije?,"Obveza izdavanja eRačuna ne primjenjuje se na isporuke dobara ili usluga koje proizlaze iz inozemnih transakcija, jer se odredbe Zakona primjenjuju isključivo na eRačune koji proizlaze iz tuzemnih transakcija.",1.8962786197662354,0.7,0.9,0.6,macro_overlap100
Može li se isti digitalni certifikat koristiti za F1.0 i F2.0?,Informacije o korištenju digitalnog certifikata za različite verzije fiskalizacije nisu navedene. Preporučuje se provjeriti specifične upute ili pravilnike koji se odnose na tu temu.,1.4605188369750977,0.5,0.5,0.5,macro_overlap100
Kada se može primijeniti članak 39. Zakona za B2B transakcije?,"Članak 39. Zakona može se primijeniti na B2B transakcije kada se izdaju računi koji se naplaćuju sredstvima koja se smatraju prometom gotovine, uz uvjet da se ne izdaju prateći dokumenti koji bi isključivali primjenu odredbi o fiskalizaciji. Također, obveznici fiskalizacije mogu plaćati gotovim novcem za nabavu proizvoda i usluga do iznosa od 700,00 eura po jednom računu.",2.6552340984344482,0.7,0.6,0.7,macro_overlap100
Kako se postupa s računima za predujam kod izdavanja konačnog računa?,Informacije o postupanju s računima za predujam kod izdavanja konačnog računa nisu navedene. Preporučuje se konzultirati relevantne odredbe ili pravilnike koji se bave tom tematikom za detaljnije upute.,1.498964548110962,0.0,0.0,0.0,macro_overlap100
Koje su obveze odvjetničkih ureda koji nisu u sustavu PDV-a?,Informacije o obvezama odvjetničkih ureda koji nisu u sustavu PDV-a nisu navedene. Preporučuje se konzultirati relevantne propise ili stručnjake za detalje o obvezama u vezi s fiskalizacijom i PDV-om.,2.3505287170410156,0.0,0.5,0.0,macro_overlap100
Kako se štiti profesionalna tajna odvjetnika kod eRačuna?,"Odredbe o eRačunu ne primjenjuju se na isporuke dobara ili usluga koje su zaštićene propisanim stupnjem tajnosti ili koje zahtijevaju posebne sigurnosne mjere prema zakonima i drugim propisima. To znači da se profesionalna tajna odvjetnika može zaštititi kroz izuzeće od primjene odredbi koje se odnose na eRačune, osiguravajući tako potrebnu razinu povjerljivosti.",3.066226005554199,0.5,0.7,0.6,macro_overlap100
Koje su obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju?,"Obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju uključuju dostavljanje podataka o računu u Sustav za fiskalizaciju. To podrazumijeva sljedeće informacije: datum izdavanja računa, broj računa, datum dospijeća plaćanja, podatke o izdavatelju i primatelju računa, količinu i vrstu isporučenih dobara ili usluga, datum isporuke ili primitka predujma, poreznu osnovicu, stopu PDV-a, iznos PDV-a koji treba platiti, te broj i datum prvobitnog računa ako se radi o izmjeni. Fiskalizacija se mora provoditi odvojeno od razmjene eRačuna, a obveznici su dužni izvršiti fiskalizaciju najkasnije pet radnih dana nakon izdavanja ili primitka eRačuna.",4.00726580619812,0.7,0.8,0.6,macro_overlap100
Koje vrste dokumenata (šifre) se najčešće koriste za eRačune u Hrvatskoj?,Informacije o vrstama dokumenata (šiframa) koje se najčešće koriste za eRačune u Hrvatskoj nisu navedene. Preporučuje se konzultirati relevantne propise ili izvore koji se bave eRačunima za detaljnije informacije.,1.4785547256469727,0.0,0.3,0.0,macro_overlap100
