question,generated_answer,latency,faithfulness,context_relevancy,answer_correctness,strategy
Kada se može primijeniti članak 39. Zakona za B2B transakcije?,Članak 39. Zakona može se primijeniti od 1. siječnja 2026. godine.,1.4349002838134766,0.5,0.5,0.5,standard_overlap50
Kako se postupa s računima za predujam kod izdavanja konačnog računa?,Nema specifičnih informacija o postupanju s računima za predujam kod izdavanja konačnog računa u dostupnom tekstu. Preporučuje se konzultirati relevantne odredbe zakona ili pravilnike koji se odnose na ovu temu za detaljnije informacije.,2.1520440578460693,0.0,0.0,0.0,standard_overlap50
Koje su obveze odvjetničkih ureda koji nisu u sustavu PDV-a?,"Obveze odvjetničkih ureda koji nisu u sustavu PDV-a uključuju izdavanje eRačuna ako su obveznici poreza na dohodak od samostalne djelatnosti ili obveznici poreza na dobit prema propisu koji uređuje porez na dobit, a imaju sjedište, prebivalište ili uobičajeno boravište u tuzemstvu. Također, moraju osigurati vjerodostojnost podrijetla, cjelovitost sadržaja i čitljivost eRačuna od trenutka izdavanja do kraja razdoblja čuvanja.",2.996229410171509,0.5,0.5,0.5,standard_overlap50
Kako se štiti profesionalna tajna odvjetnika kod eRačuna?,"Odredbe o eRačunu ne primjenjuju se na isporuke dobara ili usluga koje su zaštićene propisanim stupnjem tajnosti ili koje zahtijevaju posebne sigurnosne mjere prema zakonima i drugim propisima. To može uključivati i zaštitu profesionalne tajne odvjetnika, osiguravajući da se takvi podaci ne razmjenjuju ili ne obrađuju na način koji bi mogao ugroziti tajnost.",2.6026368141174316,0.5,0.5,0.5,standard_overlap50
Koje su obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju?,"Obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju uključuju obvezu fiskalizacije svake prodaje u trenutku prodaje dostavom podataka o prodaji Ministarstvu financija, Poreznoj upravi. Također, OPG je dužan dostaviti podatak o svakom samoposlužnom uređaju u kojem će se ostvarivati promet gotovinom. Uz to, obveznik fiskalizacije mora omogućiti korištenje programske podrške za elektroničko potpisivanje poruka o prodaji te osigurati vezu za elektroničku razmjenu podataka s relevantnim institucijama.",4.04866886138916,0.5,0.5,0.3,standard_overlap50
Koje vrste dokumenata (šifre) se najčešće koriste za eRačune u Hrvatskoj?,"U Hrvatskoj se za eRačune najčešće koriste digitalni certifikati, koji su izdani od strane pružatelja usluga povjerenja. Ovi certifikati se koriste za potpisivanje fiskalizacijskih poruka i pri razmjeni eRačuna. Također, postoji aplikacija Porezne uprave pod nazivom ""MIKROeRAČUN"", koja je namijenjena za izdavanje, zaprimanje i fiskalizaciju eRačuna.",3.403308629989624,0.0,0.5,0.0,standard_overlap50
Koja je razlika između poslovnih procesa P4 i P6?,"Informacije o poslovnim procesima P4 i P6 nisu navedene u dostupnom sadržaju. Da biste dobili detalje o razlikama između tih poslovnih procesa, potrebno je konzultirati dodatne izvore ili dokumente koji sadrže specifične informacije o P4 i P6.",2.2340941429138184,0.0,0.3,0.0,standard_overlap50
Zašto se eRačun pojavljuje kao nefiskaliziran u FiskAplikaciji?,"eRačun se može pojaviti kao nefiskaliziran u FiskAplikaciji zbog nekoliko razloga, uključujući nedostupnost identifikatora u AMS-u, što onemogućava izdavanje eRačuna primatelju. U takvim slučajevima, izdavatelj ne snosi odgovornost za neizdavanje eRačuna. Također, ako podaci na eRačunu nisu ispravno povezani s klasifikacijskom oznakom iz KPD-a, to može utjecati na njegov status.",3.6438522338867188,0.5,0.5,0.5,standard_overlap50
Hoće li se poduzetnici kažnjavati zbog grešaka u fiskalizaciji eRačuna?,"Da, poduzetnici će se kažnjavati zbog grešaka u fiskalizaciji eRačuna. Novčane kazne su predviđene za različite prekršaje vezane uz neprovođenje fiskalizacije, neizvještavanje o isporukama, te neodgovarajuće dostavljanje podataka o eRačunima. Kazne se razlikuju ovisno o vrsti prekršaja i mogu se kretati od 660,00 do 39.810,00 eura za fizičke osobe, dok pravne osobe mogu biti kažnjene s iznosima od 2.650,00 do 66.360,00 eura.",3.7622108459472656,0.0,0.5,0.0,standard_overlap50
Zašto je AS4 protokol važan za razmjenu eRačuna?,"AS4 protokol je važan za razmjenu eRačuna jer omogućava sigurnu i standardiziranu razmjenu podataka između izdavatelja i primatelja eRačuna. Osigurava interoperabilnost između različitih sustava, što je ključno za učinkovitu i pouzdanu komunikaciju u okviru eRačuna.",2.4697659015655518,0.5,0.5,0.5,standard_overlap50
"Paušalni obrt nije u sustavu PDV-a, većina kupaca su građani koji plaćaju na transakcijski račun, ali povremeno ima i B2B kupce koji plaćaju karticom. Što se mijenja u njegovom poslovanju od 1.1.2026?","Od 1.1.2026. godine, paušalni obrti koji nisu u sustavu PDV-a morat će prilagoditi svoje poslovanje kako bi se uskladili s novim pravilima fiskalizacije. To uključuje obvezu izdavanja računa koji će sadržavati podatke o porezu na dodanu vrijednost (PDV) ukoliko se odluče za ulazak u sustav PDV-a ili ako njihovi kupci postanu obveznici PDV-a. Također, obrti će morati osigurati jedinstvenost broja uređaja za izdavanje računa na razini poslovnog prostora te dostavljati podatke Poreznoj upravi putem sustava ePorezna. U slučaju B2B transakcija, obrti će morati voditi računa o pravilnom obračunu i evidentiranju PDV-a na izdanom računu.",4.826301574707031,0.5,0.5,0.5,standard_overlap50
Što je eRačun i mora li biti u PDF formatu?,eRačun je elektronički račun koji mora biti u skladu s EU normom. Nema specifične odredbe koja zahtijeva da eRačun bude u PDF formatu; važno je da se razmjena eRačuna obavlja putem pristupnih točaka uz osiguranje standardiziranih formata i interoperabilnosti između različitih sustava.,2.557481050491333,0.5,0.5,0.5,standard_overlap100
Tko se smatra izdavateljem i primateljem eRačuna prema Zakonu o fiskalizaciji?,"Izdavateljem eRačuna smatra se porezni obveznik sa sjedištem, prebivalištem ili uobičajenim boravištem u tuzemstvu koji je upisan u registar obveznika PDV-a, obveznik poreza na dohodak od samostalne djelatnosti ili obveznik poreza na dobit koji nije upisan u registar obveznika PDV-a, kao i tijela državne uprave i jedinice lokalne i područne samouprave koje su upisane u Registar proračunskih i izvanproračunskih korisnika. Primatelj eRačuna je osoba ili entitet koji prima eRačun za tuzemne transakcije.",4.02823805809021,0.9,1.0,0.8,standard_overlap100
Od kada obveznici koji nisu u sustavu PDV-a moraju izdavati i zaprimati eRačune?,"Obveznici koji nisu u sustavu PDV-a moraju izdavati i zaprimati eRačune od trenutka kada su upisani u registar obveznika poreza na dohodak od samostalne djelatnosti ili poreza na dobit, a imaju sjedište, prebivalište ili uobičajeno boravište u tuzemstvu.",2.89542293548584,0.0,0.5,0.0,standard_overlap100
Što je fiskalizacija eRačuna i kada se mora provesti?,"Fiskalizacija eRačuna je postupak koji izdavatelj eRačuna mora provesti odvojeno od razmjene eRačuna. Za izdani eRačun, fiskalizacija se mora provesti u trenutku izdavanja eRačuna, a u slučaju samoizdavanja računa, najkasnije pet radnih dana nakon što je eRačun izdan. Za primljeni eRačun, primatelj eRačuna također mora provesti fiskalizaciju najkasnije pet radnih dana od primitka eRačuna.",5.87234354019165,0.8,1.0,0.9,standard_overlap100
Koje su glavne razlike između Fiskalizacije 1.0 i Fiskalizacije 2.0?,Informacije o razlikama između Fiskalizacije 1.0 i Fiskalizacije 2.0 nisu navedene. Preporučuje se konzultirati relevantne izvore ili dokumente koji se bave tim temama za detaljnije informacije.,1.9789128303527832,0.0,0.5,0.0,standard_overlap100
Što je pristupna točka i tko može biti pristupna točka?,Pristupna točka je sustav ili uređaj koji obveznici fiskalizacije koriste za komunikaciju s Poreznom upravom. Pristupna točka može biti ili naplatni uređaj ili informacijski sustav obveznika fiskalizacije.,2.717418670654297,0.5,0.8,0.5,standard_overlap100
Što mora informacijski posrednik napraviti da bi mogao pružati usluge?,"Informacijski posrednik mora dostaviti Poreznoj upravi dokumentaciju propisanu člankom 61. Zakona, koja uključuje detaljan opis sredstava implementiranih za osiguranje sigurnosti osobnih podataka. Također, mora uspješno provesti testiranje sukladnosti i ishoditi završno izvješće.",2.526977300643921,0.5,0.5,0.5,standard_overlap100
Što je aplikacija MIKROeRAČUN i tko je može koristiti?,"Aplikacija MIKROeRAČUN omogućava izdavanje, zaprimanje i pohranu eRačuna, kao i fiskalizaciju izdanih i zaprimljenih eRačuna. Pravo na korištenje ove aplikacije imaju izdavatelj i primatelj eRačuna, pod uvjetom da su korisnici sustava ePorezna, nisu upisani u registar obveznika PDV-a i nisu obveznici primjene propisa o elektroničkom izdavanju računa u javnoj nabavi kao javni naručitelji.",4.299854040145874,0.8,1.0,0.9,standard_overlap100
Kada izdavatelj eRačuna mora provoditi postupak eIzvještavanja?,"Izdavatelj eRačuna mora provoditi postupak eIzvještavanja do 20. dana u mjesecu za prethodni mjesec, dostavljajući podatke o eRačunima za koje je izvršena naplata u tom prethodnom mjesecu.",2.3086652755737305,0.5,0.5,0.5,standard_overlap100
Što mora napraviti primatelj eRačuna koji odbija eRačun?,Primatelj eRačuna koji odbija eRačun mora dostaviti podatke o datumu odbijanja i razlogu odbijanja. Ova dostava se smatra izjavom da primatelj neće koristiti pravo na pretporez po tom eRačunu.,2.802035331726074,0.5,1.0,0.5,standard_overlap100
Je li podatak KPD-a obvezan na eRačunu i u kojim slučajevima?,Podatak o KPD-u je obvezan na eRačunu kada obveznici primjene zakona moraju povezati stavku robe i usluge s ispravnom klasifikacijskom oznakom iz KPD-a. Ova oznaka mora biti iskazana u eRačunu kao šesteroznamenkasti broj.,2.198002576828003,0.5,0.5,0.5,standard_overlap100
Čemu služi FiskAplikacija i koje funkcionalnosti omogućava?,"FiskAplikacija služi za pregled fiskaliziranih podataka i upravljanje ovlaštenjima za razmjenu eRačuna i fiskalizaciju. Omogućava uvid u statuse računa, informativno ispunjenu prijavu poreza na dodanu vrijednost (PDV) za određeno razdoblje oporezivanja, te unos podataka potrebnih za fiskalizaciju i eIzvještavanje.",3.966127872467041,0.5,1.0,0.7,standard_overlap100
Što znači status 'Zaprimljen i neuparen' u FiskAplikaciji?,"Status 'Zaprimljen i neuparen' u FiskAplikaciji označava da je eRačun zaprimljen, ali još nije povezan s odgovarajućim fiskalnim podacima ili drugim potrebnim informacijama za daljnju obradu. To može značiti da račun čeka na dodatne akcije ili potvrde kako bi se mogao pravilno fiskalizirati ili obraditi.",3.5754451751708984,0.5,0.5,0.5,standard_overlap100
Što znači status 'Odstupanje' u FiskAplikaciji i treba li zbog toga odbiti račun?,"Status 'Odstupanje' u FiskAplikaciji obično označava da postoji neka vrsta nesukladnosti ili problema s računom koji je izdan. Ovisno o specifičnim pravilima i procedurama koje se primjenjuju, može biti potrebno dodatno provjeriti razloge za taj status. Ako se utvrdi da je račun izdan u skladu s propisima, možda neće biti potrebno odbiti račun. Međutim, ako se utvrdi da je došlo do greške ili nepravilnosti, može biti potrebno odbiti račun i poduzeti odgovarajuće korake za ispravak. Preporučuje se konzultirati se s relevantnim propisima ili stručnjacima za fiskalizaciju kako bi se donijela ispravna odluka.",4.071847438812256,0.6,0.5,0.6,standard_overlap100
Što je AMS i čemu služi?,AMS je metapodatkovni servis koji omogućava objavu identifikatora poreznih obveznika primatelja eRačuna. Služi za pružanje podataka o krajnjoj adresi primatelja eRačuna i informacijama o poreznim obveznicima prema Listi identifikatora poreznih obveznika.,2.838609457015991,0.7,1.0,0.8,standard_overlap100
Kakvu strukturu mora imati broj eRačuna?,"Broj eRačuna mora imati sljedeću strukturu: brojčana oznaka računa/oznaka poslovnog prostora/oznaka naplatnog uređaja. Na primjer, to može izgledati ovako: 1234567890/POSL1/12. Brojčana oznaka računa može sadržavati samo znamenke 0-9, bez vodećih nula, dok oznaka poslovnog prostora može sadržavati znamenke i slova, a mora biti jedinstvena na razini OIB-a obveznika. Oznaka naplatnog uređaja također može sadržavati samo znamenke 0-9, bez vodećih nula.",3.245387077331543,0.8,1.0,0.9,standard_overlap100
Što je samoizdavanje eRačuna i kako se provodi fiskalizacija?,"Samoizdavanje eRačuna odnosi se na situaciju kada izdavatelj eRačuna samostalno generira račun, obično u slučajevima kada nije obvezan izdati eRačun prema propisima. Fiskalizacija eRačuna u tom slučaju mora se provoditi odvojeno od postupka razmjene eRačuna, a najkasnije pet radnih dana nakon što je eRačun izdan. To znači da izdavatelj mora osigurati da je eRačun pravilno fiskaliziran u zadanom vremenskom okviru kako bi ispunio zakonske obveze.",4.222920894622803,0.7,1.0,0.6,standard_overlap100
Kada postoji obveza izdavanja eRačuna za inozemne transakcije?,Obveza izdavanja eRačuna za inozemne transakcije nije izričito navedena u dostupnim informacijama. Fokus je na tuzemnim transakcijama i izuzecima od obveze izdavanja eRačuna. Za detalje o inozemnim transakcijama potrebno je konzultirati dodatne propise ili zakone koji se odnose na tu temu.,2.857924461364746,0.5,0.5,0.5,standard_overlap100
Može li se isti digitalni certifikat koristiti za F1.0 i F2.0?,Nema informacija o mogućnosti korištenja istog digitalnog certifikata za F1.0 i F2.0 u dostavljenim podacima. Preporučuje se provjeriti specifične zahtjeve ili smjernice vezane uz korištenje digitalnih certifikata za te verzije.,3.6427767276763916,0.5,0.5,0.0,standard_overlap100
Kada se može primijeniti članak 39. Zakona za B2B transakcije?,Članak 39. Zakona može se primijeniti za B2B transakcije od 1. siječnja 2026. godine.,1.761885404586792,0.5,0.5,0.5,standard_overlap100
Kako se postupa s računima za predujam kod izdavanja konačnog računa?,Informacije o postupanju s računima za predujam kod izdavanja konačnog računa nisu navedene u dostupnim podacima. Preporučuje se konzultirati relevantne zakone ili propise koji se odnose na fiskalizaciju i izdavanje računa za detaljnije informacije.,2.2765727043151855,0.0,0.4,0.0,standard_overlap100
Koje su obveze odvjetničkih ureda koji nisu u sustavu PDV-a?,"Odvjetnički uredi koji nisu u sustavu PDV-a obvezni su se pridržavati propisa koji se odnose na fiskalizaciju računa, kao i obveza vezanih uz izdavanje i zaprimanje eRačuna. Oni su također odgovorni za ispravnost svojih programskih rješenja u skladu s važećim zakonodavstvom. U slučaju da obavljaju poslove informacijskog posrednika, moraju dostaviti potrebnu dokumentaciju i proći testiranje sukladnosti.",3.244389772415161,0.6,0.8,0.5,standard_overlap100
Kako se štiti profesionalna tajna odvjetnika kod eRačuna?,"Odredbe o eRačunu ne primjenjuju se na isporuke dobara ili usluga koji su zaštićeni propisanim stupnjem tajnosti ili koji moraju uključivati posebne sigurnosne mjere u skladu sa zakonima i drugim propisima. To implicira da se profesionalna tajna odvjetnika može zaštititi kroz primjenu ovih posebnih mjera, čime se osigurava da informacije ostanu povjerljive i zaštićene prilikom razmjene eRačuna.",3.176833391189575,0.5,0.5,0.5,standard_overlap100
Koje su obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju?,"Obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju uključuju obvezu fiskalizacije svake prodaje u trenutku prodaje dostavom podataka o prodaji Ministarstvu financija, Poreznoj upravi. Također, OPG je dužan dostaviti podatak o svakom samoposlužnom uređaju u kojem će se ostvarivati promet gotovinom. Uz to, potrebno je omogućiti korištenje programske podrške za elektroničko potpisivanje poruka o prodaji te osigurati vezu za elektroničku razmjenu podataka s relevantnim institucijama.",3.93780517578125,0.5,0.5,0.5,standard_overlap100
Koje vrste dokumenata (šifre) se najčešće koriste za eRačune u Hrvatskoj?,"U Hrvatskoj se za eRačune najčešće koriste digitalni certifikati, koji su izdani od strane pružatelja usluga povjerenja. Ovi certifikati se koriste za potpisivanje fiskalizacijskih poruka i pri razmjeni eRačuna. Također, postoji aplikacija Porezne uprave pod nazivom ""MIKROeRAČUN"", koja je namijenjena za izdavanje, zaprimanje i fiskalizaciju eRačuna.",3.130387544631958,0.0,0.5,0.0,standard_overlap100
Koja je razlika između poslovnih procesa P4 i P6?,Nema dovoljno informacija u dostupnom sadržaju da bi se utvrdila razlika između poslovnih procesa P4 i P6. Potrebni su dodatni detalji o tim procesima kako bi se mogla dati precizna usporedba.,1.8794300556182861,0.0,0.0,0.0,standard_overlap100
Zašto se eRačun pojavljuje kao nefiskaliziran u FiskAplikaciji?,"eRačun se može pojaviti kao nefiskaliziran u FiskAplikaciji zbog nekoliko mogućih razloga, uključujući:

1. Neispravne ili nepotpune informacije prilikom izdavanja eRačuna.
2. Problemi s digitalnim certifikatom koji se koristi za potpisivanje eRačuna.
3. Tehnički problemi ili greške u aplikaciji koja se koristi za fiskalizaciju.
4. Nedostatak pristupa ili ovlaštenja u Nacionalnom identifikacijskom i autentifikacijskom sustavu ili sustavu eOvlaštenja.

Preporučuje se provjeriti sve relevantne informacije i postavke kako bi se utvrdio uzrok problema.",5.4695422649383545,0.5,0.5,0.5,standard_overlap100
Hoće li se poduzetnici kažnjavati zbog grešaka u fiskalizaciji eRačuna?,"Da, poduzetnici će se kažnjavati zbog grešaka u fiskalizaciji eRačuna. Novčane kazne su predviđene za različite prekršaje vezane uz neprovođenje fiskalizacije, neizdavanje eRačuna, te nepravilan rad informacijskih posrednika. Kazne se kreću u rasponu od 660,00 do 39.810,00 eura, ovisno o vrsti prekršaja i statusu prekršitelja.",3.2186942100524902,0.0,1.0,0.0,standard_overlap100
Zašto je AS4 protokol važan za razmjenu eRačuna?,"AS4 protokol je važan za razmjenu eRačuna jer omogućava sigurnu i standardiziranu razmjenu podataka između izdavatelja i primatelja. Osigurava interoperabilnost između različitih sustava, što je ključno za učinkovitu i pouzdanu komunikaciju u procesu razmjene eRačuna. Također, protokol doprinosi očuvanju vjerodostojnosti podrijetla, cjelovitosti sadržaja i čitljivosti eRačuna tijekom cijelog razdoblja čuvanja.",3.846503973007202,0.5,0.5,0.5,standard_overlap100
"Paušalni obrt nije u sustavu PDV-a, većina kupaca su građani koji plaćaju na transakcijski račun, ali povremeno ima i B2B kupce koji plaćaju karticom. Što se mijenja u njegovom poslovanju od 1.1.2026?","Od 1.1.2026. godine, paušalni obrtnici koji nisu u sustavu PDV-a, a imaju B2B kupce koji plaćaju karticom, morat će provoditi fiskalizaciju računa za te transakcije. To znači da će biti obavezni dostaviti OIB primatelja računa za transakcije koje se plaćaju karticom, a način plaćanja će morati biti označen kao 'K' (kartice). Također, ako dođe do promjene načina plaćanja ili OIB-a primatelja, te promjene će trebati prijaviti u sustav fiskalizacije.",3.753962993621826,0.5,0.5,0.5,standard_overlap100
Što je eRačun i mora li biti u PDF formatu?,"eRačun je elektronički račun koji se izdaje prema propisima koji uređuju fiskalizaciju. Mora biti u skladu s EU normom, ali nije specificirano da mora biti u PDF formatu. Razmjena eRačuna može se obavljati putem različitih tehnologija i procedura, uz osiguranje vjerodostojnosti i cjelovitosti sadržaja.",2.6034791469573975,0.5,0.5,0.5,macro_overlap100
Tko se smatra izdavateljem i primateljem eRačuna prema Zakonu o fiskalizaciji?,"Izdavateljem eRačuna smatra se porezni obveznik sa sjedištem, prebivalištem ili uobičajenim boravištem u tuzemstvu koji je upisan u registar obveznika PDV-a, obveznik poreza na dohodak od samostalne djelatnosti ili obveznik poreza na dobit koji nije upisan u registar obveznika PDV-a, kao i tijela državne uprave i jedinice lokalne i područne samouprave koje su upisane u Registar proračunskih i izvanproračunskih korisnika.

Primateljem eRačuna smatra se osoba ili entitet koji zaprimaju eRačun, a obvezni su ga zaprimiti na način propisan zakonom.",5.482578992843628,0.8,1.0,0.8,macro_overlap100
Od kada obveznici koji nisu u sustavu PDV-a moraju izdavati i zaprimati eRačune?,"Obveznici koji nisu u sustavu PDV-a moraju izdavati i zaprimati eRačune kada imaju sjedište, prebivalište ili uobičajeno boravište u tuzemstvu, a obvezni su izdavati eRačune prema propisima koji se odnose na porez na dohodak od samostalne djelatnosti ili porez na dobit. To se odnosi na obveznike koji nisu upisani u registar obveznika PDV-a.",3.578336000442505,0.6,0.7,0.4,macro_overlap100
Što je fiskalizacija eRačuna i kada se mora provesti?,"Fiskalizacija eRačuna je postupak koji se provodi kako bi se osigurala pravna valjanost i transparentnost elektroničkih računa u poslovanju poreznih obveznika. Ovaj postupak uključuje potpisivanje fiskalizacijske poruke uz korištenje digitalnog certifikata koji sadrži OIB ovlaštene osobe.

Fiskalizacija eRačuna mora se provesti najkasnije u roku od pet radnih dana od dana kada je došlo do tehničke nemogućnosti ili prekida internetske veze, ako zbog tih razloga nije bila moguća fiskalizacija. Obveznici su također dužni osigurati odgovarajuću softversku i hardversku podršku za razmjenu i fiskalizaciju eRačuna.",4.732522010803223,0.7,1.0,0.6,macro_overlap100
Koje su glavne razlike između Fiskalizacije 1.0 i Fiskalizacije 2.0?,"Nema informacija o razlikama između Fiskalizacije 1.0 i Fiskalizacije 2.0 u dostupnom tekstu. Fokus je na odredbama zakona o fiskalizaciji, uključujući obveze, definicije i kazne, ali ne i na usporedbi između različitih verzija fiskalizacije.",3.772022008895874,0.0,0.0,0.0,macro_overlap100
Što je pristupna točka i tko može biti pristupna točka?,Pristupna točka je elektronički uređaj za izdavanje računa ili informacijski sustav obveznika fiskalizacije računa. Ona omogućava komunikaciju s Poreznom upravom za potrebe razmjene podataka u okviru fiskalizacije. Pristupna točka koja nije informacijski posrednik može pristupiti testu sukladnosti bez prethodne dostave dokumentacije.,3.021033525466919,0.5,0.5,0.5,macro_overlap100
Što mora informacijski posrednik napraviti da bi mogao pružati usluge?,"Informacijski posrednik mora dostaviti Poreznoj upravi određenu dokumentaciju prije nego što pristupi završnom testiranju sukladnosti. Ova dokumentacija uključuje:

1. Dokument koji detaljno navodi sredstva implementirana za osiguranje sigurnosti osobnih podataka u skladu s relevantnom uredbom o zaštiti podataka.
2. Najnoviju verziju Certifikata za ISO/IEC 27001 u trenutku podnošenja dokumentacije.
3. Izjavu o upravljanju sustavom informacija iz Europske unije, osiguravajući da nema prijenosa podataka izvan Europske unije.
4. Izjavu koja navodi opseg usluga koje pruža za potrebe provedbe zakona.

Nakon ispunjavanja ovih uvjeta, informacijski posrednik može pristupiti testiranju sukladnosti.",7.149007320404053,0.5,0.5,0.5,macro_overlap100
Što je aplikacija MIKROeRAČUN i tko je može koristiti?,"Aplikacija MIKROeRAČUN je besplatna aplikacija koja omogućava izdavanje, zaprimanje i pohranu eRačuna, kao i fiskalizaciju izdanih i zaprimljenih eRačuna. Mogu je koristiti izdavatelji i primatelji eRačuna koji su korisnici sustava ePorezna, nisu upisani u registar obveznika PDV-a i nisu obveznici primjene propisa o elektroničkom izdavanju računa u javnoj nabavi kao javni naručitelji.",3.8885650634765625,0.8,1.0,0.9,macro_overlap100
Kada izdavatelj eRačuna mora provoditi postupak eIzvještavanja?,"Izdavatelj eRačuna mora provoditi postupak eIzvještavanja kada je potrebno osigurati razmjenu eRačuna i fiskalizaciju eRačuna, koristeći web-servis, uslugu informacijskog posrednika ili FiskAplikaciju. Također, ako dođe do tehničkih problema ili prekida internetskih veza koji onemogućuju fiskalizaciju eRačuna, obveznici fiskalizacije dužni su provesti postupak eIzvještavanja u roku od pet radnih dana od nastanka problema.",3.8241560459136963,0.5,0.5,0.5,macro_overlap100
Što mora napraviti primatelj eRačuna koji odbija eRačun?,"Primatelj eRačuna dužan je u Sustav za fiskalizaciju do 20. dana u mjesecu za prethodni mjesec dostaviti podatke o eRačunima za koje je izvršio odbijanje u prethodnom mjesecu. Ovi podaci uključuju datum izdavanja eRačuna, broj eRačuna, OIB izdavatelja i primatelja eRačuna, datum odbijanja i razlog odbijanja. Dostavom podatka o odbijanju eRačuna primatelj također potvrđuje da neće koristiti pravo na pretporez po tom eRačunu.",4.367690086364746,1.0,1.0,1.0,macro_overlap100
Je li podatak KPD-a obvezan na eRačunu i u kojim slučajevima?,Podatak KPD-a je obvezan na eRačunu kada obveznici primjene zakona moraju povezati stavku robe i usluge u eRačunu s ispravnom klasifikacijskom oznakom iz KPD-a. Ova oznaka mora biti iskazana u eRačunu kao šesteroznamenkasti broj.,2.2997772693634033,0.5,0.5,0.5,macro_overlap100
Čemu služi FiskAplikacija i koje funkcionalnosti omogućava?,"FiskAplikacija je aplikacija Porezne uprave koja omogućuje obveznicima primjene zakona pregled fiskaliziranih podataka, upravljanje ovlaštenjima za razmjenu eRačuna i fiskalizaciju, te uvid u statuse računa. Također, omogućava uvid u informativno ispunjenu prijavu poreza na dodanu vrijednost (PDV) za određeno razdoblje oporezivanja i unos podataka za potrebe fiskalizacije i eIzvještavanja.",3.165083169937134,0.8,0.9,0.7,macro_overlap100
Što znači status 'Zaprimljen i neuparen' u FiskAplikaciji?,"Status 'Zaprimljen i neuparen' u FiskAplikaciji označava da je poruka ili zahtjev zaprimljen, ali još nije povezan s odgovarajućim podacima ili računom. To može značiti da sustav čeka na dodatne informacije ili da je potrebno izvršiti daljnje korake kako bi se zahtjev obradio i povezao s odgovarajućim računom ili transakcijom.",2.6551194190979004,0.4,0.6,0.4,macro_overlap100
Što znači status 'Odstupanje' u FiskAplikaciji i treba li zbog toga odbiti račun?,"Status 'Odstupanje' u FiskAplikaciji označava da postoji neka vrsta nesukladnosti ili problema s računom koji je izdan ili zaprimljen. Ovaj status može ukazivati na to da račun ne ispunjava određene zakonske ili tehničke zahtjeve. U slučaju kada se pojavi status 'Odstupanje', preporučuje se provjeriti razloge za to odstupanje. Ako se utvrdi da račun ne može biti ispravljen ili da ne ispunjava uvjete za fiskalizaciju, tada bi moglo biti potrebno odbiti račun. U suprotnom, ako se odstupanje može ispraviti, račun se može nastaviti koristiti.",3.8976645469665527,0.7,0.8,0.6,macro_overlap100
Što je AMS i čemu služi?,AMS je metapodatkovni servis koji omogućava objavu identifikatora poreznih obveznika primatelja eRačuna. Služi za pružanje podataka o krajnjoj adresi primatelja eRačuna i informacijama o poreznim obveznicima prema Listi identifikatora poreznih obveznika.,2.6133580207824707,0.7,0.9,0.8,macro_overlap100
Kakvu strukturu mora imati broj eRačuna?,"Broj eRačuna mora imati sljedeću strukturu: brojčana oznaka računa/oznaka poslovnog prostora/oznaka naplatnog uređaja. Na primjer, može izgledati ovako: 1234567890/POSL1/12. Brojčana oznaka računa može sadržavati samo znamenke 0-9, bez vodećih nula. Oznaka poslovnog prostora može sadržavati znamenke i slova, a mora biti jedinstvena na razini OIB-a obveznika. Oznaka naplatnog uređaja također može sadržavati samo znamenke 0-9, bez vodećih nula, i mora biti jedinstvena unutar jednog poslovnog prostora obveznika.",4.402210474014282,0.8,1.0,0.8,macro_overlap100
Što je samoizdavanje eRačuna i kako se provodi fiskalizacija?,"Samoizdavanje eRačuna odnosi se na proces u kojem izdavatelj eRačuna samostalno generira i izdaje eRačun, umjesto da se oslanja na vanjske usluge ili aplikacije. Fiskalizacija eRačuna provodi se korištenjem digitalnog certifikata koji sadrži OIB ovlaštene osobe za dostavu fiskalizacijske poruke. U slučaju tehničkih problema ili prekida internetske veze, obveznici fiskalizacije moraju provesti fiskalizaciju eRačuna u roku od pet radnih dana od nastanka problema. Također, obveznici su dužni osigurati adekvatnu softversku i hardversku podršku za razmjenu i fiskalizaciju eRačuna.",4.036381959915161,0.5,0.5,0.5,macro_overlap100
Kada postoji obveza izdavanja eRačuna za inozemne transakcije?,Obveza izdavanja eRačuna odnosi se isključivo na tuzemne transakcije. Za inozemne transakcije ne postoji navedena obveza u dostupnim informacijama.,2.2580296993255615,0.7,1.0,0.7,macro_overlap100
Može li se isti digitalni certifikat koristiti za F1.0 i F2.0?,Nema informacija o mogućnosti korištenja istog digitalnog certifikata za F1.0 i F2.0 u dostupnom tekstu. Preporučuje se provjeriti specifične zahtjeve ili smjernice vezane uz certifikate za svaku verziju sustava.,2.510692834854126,0.5,0.5,0.5,macro_overlap100
Kada se može primijeniti članak 39. Zakona za B2B transakcije?,"Članak 39. Zakona može se primijeniti na B2B transakcije nakon što stupi na snagu pravilnik iz članka 32. Zakona, koji će biti donesen u roku od 90 dana od dana stupanja na snagu članaka 32. i 64. Zakona. Do tada se primjenjuju odredbe članaka 1. do 41. i od članka 41.f do članka 43. Pravilnika o fiskalizaciji u prometu gotovinom.",3.893930196762085,0.6,0.7,0.7,macro_overlap100
